DATE,RATING,REVIEW_TITLE,DESCRIPTION1,DESCRIPTION2,LINK
2020-09-21 0:00:00,1,Gross,Taste horrible,Taste horrible.,https://www.amazon.com/gp/customer-reviews/R3EV9I187VDX4?ASIN=B078NCN36H
2020-10-24 0:00:00,5,The taste is incredible it taste so clean and fresh,The flavor of this water is omg incredible this is the only kind we drink now. It has an excellent taste to it. We love it definitely worth the money,We love it definitely worth the money.,https://www.amazon.com/gp/customer-reviews/R3TAF5LTNBHV33?ASIN=B010RTKODQ
2019-12-26 0:00:00,5,Good sample pack,Good variety,Good sample pack.,https://www.amazon.com/gp/customer-reviews/R3LYZBP1QFIX3D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07SGYMTJT
2021-05-26 0:00:00,5,Keep it the way it is,has a good taste and affordable,Keep it the way it is.,https://www.amazon.com/gp/customer-reviews/R11IWWYRVK84C1?ASIN=B0002QEL98
2020-06-25 0:00:00,5,Alert and Focus without the jitters,"I am reordering C4 C4 Smart Energy Sugar Free Energy Drink today, so I thought I would leave a quick review.. Original order: Pack of 12 Freedom Ice flavor. Energy: The product gives you an alert feeling, yet I find it very easy to focus. I am a software developer, so I need focus. I have been replacing my morning coffee with a can of this. I sip from about 9 am to 11 am.. Flavor: Flavor is great! I don't like ""sweet"" drinks. I never put sweetener in my iced or hot coffee or tea. I was surprised that I like it. I don't think it is overly sweet. I would describe it as a refreshing sweet taste. Not overwhelming syrupy.. I am ordering 2 more 12 packs today!","I am a software developer, so I need focus.",https://www.amazon.com/gp/customer-reviews/R1AOQ2JVTF8VCL?ASIN=B0829Q1D55
2020-05-06 0:00:00,5,A tea flight,Wonderful way to do a “flight of cuppas”. There are so many wonderful tea blends that it was difficult to choose what I wanted.. I need to tried another assortment.,I need to tried another assortment.,https://www.amazon.com/gp/customer-reviews/R1TOER2OEEFR71?ASIN=B0153PV12M
2021-07-21 0:00:00,1,Tastes gross,"It’s orange for some unexplainable reason, and it doesn’t even remotely taste like coconut. It tastes slightly like mango and overwhelmingly of chemicals.","It's orange for some unexplainable reason, and it doesn't even remotely taste like coconut.",https://www.amazon.com/gp/customer-reviews/R376EXYCA1Q0US?ASIN=B07JHPJ54B
2020-09-04 0:00:00,5,Good stuff!,"I straight up drink this stuff every day. Not the highest quality ceremonial grade matcha, but this stuff is absolutely delicious.","Not the highest quality ceremonial grade matcha, but this stuff is absolutely delicious.",https://www.amazon.com/gp/customer-reviews/R1S0XVY5UO5BAB?ASIN=B07LC6GLLB
2021-05-18 0:00:00,5,Makes me HAPPY,This tea is the best. It truly makes me feel happy. I love the taste and the feeling I get from drinking it.. Clap along if you feel like happiness is the truth... Because I'm happy!!!!. Thank you,Makes me HAPPY.,https://www.amazon.com/gp/customer-reviews/R18PSL6UPOJZZG?ASIN=B00YGS4TZ4
2020-02-18 0:00:00,5,Good taste,Real good taste. Will order again,Good taste.,https://www.amazon.com/gp/customer-reviews/R12K5CESM4YOOR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0009F3SAK
2020-08-14 0:00:00,5,Good drink,"Love this drink, really hydrates me after working up a good sweat. It's too bad after ordering this flavor a week ago that the price has gone up. I've been finding this on a lot of the items I order. I guess everyone's gotta make money. Why doesn't the price ever go down? Nevertheless, it is a good drink & the flavor is tasty.",Why doesn't the price ever go down?,https://www.amazon.com/gp/customer-reviews/R1M79RV2ILQ5LM?ASIN=B071S2VTC3
2021-03-10 0:00:00,3,Just an ok green tea,"Understated flavor. There are other Jasmine green teas that taste better; especially the Rishi that is, however, lot more expensive.",Just an ok green tea.,https://www.amazon.com/gp/customer-reviews/R1P8EXOPMAXY6F?ASIN=B08GHZXTGT
2021-05-24 0:00:00,1,Taste terrible!,Taste terrible!,Taste terrible!,https://www.amazon.com/gp/customer-reviews/R3CB5OOYUZYZKZ?ASIN=B001HTR2E0
2020-03-25 0:00:00,5,Love the tasty of flavored water,Great product and love the taste.,Love the tasty of flavored water.,https://www.amazon.com/gp/customer-reviews/R3KGBICLUQ4CKB?ASIN=B07ND66NSP
2021-08-25 0:00:00,5,Oooooommmmggggg,These little drinks are packed full of flavor idk 🤷🏼♀️ if I buy for the kids are me 😂,These little drinks are packed full of flavor idk.,https://www.amazon.com/gp/customer-reviews/R2HZKNHGDNLI3A?ASIN=B00IDXSKO4
2020-10-18 0:00:00,5,Will buy agsin,Smooth and works well with my Keurig.,Will buy agsin.,https://www.amazon.com/gp/customer-reviews/R30AXCCYIQDYJT?ASIN=B07G1C9R5X
2020-06-01 0:00:00,5,Excellent Company and Excellent Product,"Everything about this product is perfect. Excellent communication, proper packaging and useful instructions. I look forward to ordering again and will continue my support for this company! Many thanks","Excellent communication, proper packaging and useful instructions.",https://www.amazon.com/gp/customer-reviews/RELR8EVL587O4?ASIN=B00Q6FM6GY
2021-07-23 0:00:00,3,Something was off with the powder this time...,"Giving 3 stars because all my past experiences with this product/vendor have been positive. However this time I'm not sure if it was even protein in the container. I've been using whey for probably 15 years and using this particular brand for the last 5 years or so, so I'm very familiar with the texture. The powder was much finer and lighter and extremely chalky. I would swear it was corn starch or waxy maize. Any minor disturbance in the powder results in a cloud of dust and makes a mess just like corn starch or waxy maize. ALSO when I mix it with milk (like I usually do) it coagulates within minutes and basically turns into yogurt unless I dilute it with a liter of milk. Not really sure what's going on with this batch but i think something may be off with the QC...",However this time I'm not sure if it was even protein in the container.,https://www.amazon.com/gp/customer-reviews/RQB7K2XNR7FVH?ASIN=B003BVI5FM
2020-01-19 0:00:00,5,Ingredients,Love the flavor. Gives good energy.,Ingredients.,https://www.amazon.com/gp/customer-reviews/R10P7QOE43UQ41/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00XQ2XGAA
2019-11-16 0:00:00,5,Good value,"Great value for the 12 pack! Cheaper than Costco price!! Wish the bottles weren’t plastic, though. Would prefer something more environmentally friendly.",Cheaper than Costco price!,https://www.amazon.com/gp/customer-reviews/REWRPW0120H1P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07MJL8TPK
2020-12-19 0:00:00,5,Tasty cup of coffee,Best coffee out there! I bought the variety pack to see which flavor I liked best for when I order next time... I love every flavor so much that I’ll definitely be buying another variety pack!,Tasty cup of coffee.,https://www.amazon.com/gp/customer-reviews/R8XZC6MLX69NH?ASIN=B07MSYLZQ7
2019-11-05 0:00:00,5,Yum,It's a great fix when you need some chocolate and are on the keto diet. I am not sure if it's completely keto but I'll tell you it tastes good,I am not sure if it's completely keto but I'll tell you it tastes good.,https://www.amazon.com/gp/customer-reviews/R2YCH2003193VI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07GH6BN4Q
2021-01-25 0:00:00,5,Amazing!,"I love tea and always like to try new things. This spiced pear has become my #1 favorite! There is no bitterness to it at all. It’s smooth from the first sip to the last sip. I do not have to put any sweetener in it, which is a plus! It has a bold yet delicate flavor to it. I bought a sample 5 pack and after the first cup I ordered this larger box. I have 2 cups of this day. Mid morning and then after dinner. If you are a tea drinker..this will not disappoint!",I have 2 cups of this day.,https://www.amazon.com/gp/customer-reviews/R1GZHZQGTTHCAX?ASIN=B000KGE0F0
2020-01-05 0:00:00,5,Good flavor quality product,I’ve tried several non Nespresso capsules.. This has clearly been the best!,Good flavor quality product.,https://www.amazon.com/gp/customer-reviews/R1EUOU5HKXIUTV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07XPSBZN5
2020-08-12 0:00:00,5,Gourmet restaurant tyoe iced tea,"As good as it gets, with buying expensive Darjeeling by the bottle.",Gourmet restaurant tyoe iced tea.,https://www.amazon.com/gp/customer-reviews/RK17DB12EBGJ7?ASIN=B01FG9P4A0
2020-10-30 0:00:00,5,Delisted!,"The flavor is awesome! Pure hydration Coconut drops was first introduced to me by an esthetician from a world class spa. She mentioned it helped properly hydrate the skin. After seeing it at a second spa, I bought it here on amazon. It’s delicious, and I drink more water while using the drops.",Delisted!,https://www.amazon.com/gp/customer-reviews/R215KAS4E70OO9?ASIN=B01CSWJZX0
2020-06-28 0:00:00,5,Amazing flavor and quality for the price!,"This is one of the best caffeine-free espressos I have tasted. I am surprised it is such a great value for such an amazing flavor. I highly recommend for anyone who like me has to watch caffeine intake, especially at night.. 5 stars! Wonderful!",Amazing flavor and quality for the price!,https://www.amazon.com/gp/customer-reviews/RT1HHHGH4PQGC?ASIN=B0768QKP5H
2021-08-25 0:00:00,5,Excellent taste. Mild classic Japanese green tea.,"This is a light classic Japanese green tea. If you follow the directions when you make it, it will be light and delicate without a hint of bitterness. This is not a strong western tea! It's not green tea from the west, it's Japanese and it has a delicate excellent taste. You can make two cups from each bag, but the first one tastes best. The second one will be pretty good also.",Excellent taste.,https://www.amazon.com/gp/customer-reviews/R11ZGT3SK7RQ1Q?ASIN=B000KTCOGY
2021-05-15 0:00:00,5,"Smooth, mild coffee taste","Very smooth coffee, is not strong like most espresso coffees. Light colored beans with nutty flavor, but not as full-bodied as most espressos. Not bitter at all.","Very smooth coffee, is not strong like most espresso coffees.",https://www.amazon.com/gp/customer-reviews/R1P4H67BHIEWRJ?ASIN=B08NF8W652
2021-05-13 0:00:00,3,Decent sparkling water but the taste is not for everyone,"This probiotic sparkling water is just decent. The ginger turmeric lemonade taste is palatable. For what it's worth, I'm used to the ginger taste. The ginger and turmeric flavors are pretty dominant in this drink, so it may not be for everyone. Having said that, I like that it doesn't use high fructose corn syrup but instead organic erythritol as a sweetener. It tastes better when served chilled.. The main selling point of this sparkling water is the DE111 probiotics. It is a quick and easy to way to get the probiotics into your system in order to improve the gut flora. That being said, there are many ways to take probiotics but if you don't like pills or yogurt, this sparkling water is not a bad option.. Overall, this drink is decent but pricey. At about $2.50 per can, it is expensive for what it is - a flavored sparkling water with good probiotics added to it. Anyhow, it is a healthy drink, but the taste is not for everyone.",Decent sparkling water but the taste is not for everyone.,https://www.amazon.com/gp/customer-reviews/R1DHAYWNSKQ7R8?ASIN=B08KS7BR3Q
2020-12-05 0:00:00,1,IF they ship it wrong be prepared to eat it.,I ordered Community Coffee whole bean Brazil Santos .....they shipped Community ground pecan praline. I reordered and again they shipped ground pecan praline.....same mistake twice in a row...... Now they say non returnable so I'm out $20 bucks and have 6 bags of flavored coffee......,IF they ship it wrong be prepared to eat it.,https://www.amazon.com/gp/customer-reviews/R2KEVTJZYCE6RB?ASIN=B00V0XRAVS
2021-03-21 0:00:00,1,I received one bottle.,I received one bottle. I paid for 12. What a complete joke.,I received one bottle.,https://www.amazon.com/gp/customer-reviews/R1DX7P6O3LDEGJ?ASIN=B00EPNWHL8
2020-11-04 0:00:00,5,Soothing to Soul,Always wanted to try chamomile tea and I finally found my best choice. This tea is so soothing and it actually has great color and taste. The flavor is also really nice. I totally loved this purchase. So happy.,I totally loved this purchase.,https://www.amazon.com/TE-ME-Chamomile-Infusion-Bags/product-reviews/B00P62VDI0?reviewerType=avp_only_reviews&sortBy=recent
2020-05-28 0:00:00,5,Great price! Great taste!,Second time ordering this variety. All the flavors are great. Will probably order again.,All the flavors are great.,https://www.amazon.com/gp/customer-reviews/R3Q3DR3TCPQD6F?ASIN=B07G2NQZR9
2020-10-18 0:00:00,4,No so good,"Thick , smells like medicine didn’t enjoy this product whatsoever , it also gave me a weird feeling ..","Thick, smells like medicine didn't enjoy this product whatsoever, it also gave me a weird feeling.",https://www.amazon.com/gp/customer-reviews/R13C9PU5CDI995?ASIN=B00CJB9JHI
2021-02-22 0:00:00,5,Good coffee,Very good flavor.,Very good flavor.,https://www.amazon.com/gp/customer-reviews/R10BQMDQWD35AJ?ASIN=B082M8992Z
2021-04-07 0:00:00,1,Coffee was expired,"I got the product today and is expired. I tried to return it, but this product can not be returned. Is not right to sell expired food!",I got the product today and is expired.,https://www.amazon.com/gp/customer-reviews/R2ETZVTNEFLZGH?ASIN=B06X16Y48C
2020-11-11 0:00:00,5,Yummy!,"This treat is even more delicious than I was expecting! They’re super fresh, soft and fluffy, and the vanilla flavor is toasty and delicious. It tastes like real vanilla, rather than the artificial flavor in so many snacks. This immediately became my go to snack. I like that you can reseal the packages, and there’s quite a bit in each bag. This is a very satisfying snack. Highly recommend.",This is a very satisfying snack.,https://www.amazon.com/gp/customer-reviews/R1OJMREKLVYWKL?ASIN=B07MC94MJZ
2020-05-09 0:00:00,5,It helps,This is definitely helping me on my wt loss journey no jitters or crazy feeling but definitely making it easier,This is definitely helping me on my wt loss journey no jitters or crazy feeling but definitely making it easier.,https://www.amazon.com/gp/customer-reviews/R25RB4JM7EAX94?ASIN=B007V6237Y
2020-06-12 0:00:00,5,Easy install,"Easy to install,no bubbles. Would definitely recommend this!",Would definitely recommend this!,https://www.amazon.com/gp/customer-reviews/R1ULLSLKS0R4B9?ASIN=B07FNYD5RQ
2020-10-21 0:00:00,1,Paid for 6 only received 1,This is a delicious tea which deserves 5 stars but I received only one box and paid $25. Ridiculous! Figure out your system Amazon!,Ridiculous!,https://www.amazon.com/gp/customer-reviews/R11ZBEJS0IT7F7?ASIN=B01FKO5JLU
2021-03-11 0:00:00,2,Horrible,Taste horrible,Taste horrible.,https://www.amazon.com/gp/customer-reviews/R3NYJWY4Z4CAJH?ASIN=B01AMVB87A
2020-07-14 0:00:00,4,"Worth the splurge, not exactly what I ordered","I ordered whole bean coffee, I got ground coffee. Whatever. It's good coffee","Worth the splurge, not exactly what I ordered.",https://www.amazon.com/gp/customer-reviews/R2FDIC3ZTEZQ79?ASIN=B00FL7J3O6
2021-03-02 0:00:00,5,Watch the sugar content,"I bought a 4 pack of the 12.7 ounce bottles after seeing it in the store a while. Tried it and love it! HOWEVER, once I read the label and saw it had 40 grams of sugar (80% daily allowance) I drank the last 3 bottles over the course of a week and wont be buying it again unless they offer a much lower one sugar wise that isnt diet and flat. If sugar intake doesnt worry you then its much better tasting than your cookie cutter sodas out there made by corporate America with all kinds of toxins in them. Price is also a little steep for the volume.",Watch the sugar content.,https://www.amazon.com/gp/customer-reviews/R3SSHH0S2BVQM?ASIN=B00HBW6BO4
2020-11-09 0:00:00,4,"Tastes great, it is still just water",I love it. So good and crisp. Can makes it better for the environment. Still just water.,I love it.,https://www.amazon.com/gp/customer-reviews/R34U5DF0WNTOVO?ASIN=B07G3G3F53
2021-05-31 0:00:00,5,The lemon-ginger mix gives the right tang & taste!,The relaxing effect.,The lemon-ginger mix gives the right tang & taste!,https://www.amazon.com/gp/customer-reviews/R2UERELVTBOLRO?ASIN=B0179R0NJY
2019-10-29 0:00:00,3,Dented cans,I was happy to order these but very disappointed that 8 of the cans are dented! The tops are bulging out on those ey are safe to consume.,Dented cans.,https://www.amazon.com/gp/customer-reviews/R1O1GIP3V5R7GB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00WBBDGOS
2020-03-12 0:00:00,5,Best bottled water,Best water you can buy. A little pricey but the only bottle water without a after taste.,Best bottled water.,https://www.amazon.com/gp/customer-reviews/R3FV6FY30KL6LI?ASIN=B00SAX0NZ6
2020-07-25 0:00:00,3,Quality control on whole beans is lower than expected for this price,I ordered a second bag of Kicking Horse's Decaf Dark expresso beans because the first was possibly the best decaf beans ever. The roast level is still perfect but whole bean quality control is not that great in this batch with lots of small chunks. Each layer look like leftover crushed beans were mixed in.,Quality control on whole beans is lower than expected for this price.,https://www.amazon.com/gp/customer-reviews/R23ZKD71A4R8PP?ASIN=B0027Z8V4S
2019-11-26 0:00:00,5,Wonderful!,"I really like it because it made my blowed stomach go away, plus it help you go to the restroom without have any cramps or anything!","I really like it because it made my blowed stomach go away, plus it help you go to the restroom without have any cramps or anything!",https://www.amazon.com/gp/customer-reviews/R2JA4IL0K3DEEQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B06XXP2B3Y
2021-03-07 0:00:00,2,Yucky flavor,Didn't like flavor,Didn't like flavor.,https://www.amazon.com/gp/customer-reviews/R1NLJZDJU5K9K3?ASIN=B00CPTR96C
2021-02-15 0:00:00,5,Ditched Regular Coffee For These!!,"When I started to watch the foods and drinks I was putting into my body I quickly realized that my daily cup of joe was LOADED with sugar and carbs! These drinks are a delicious alternative to your morning cup of coffee. They still have a great deal of caffeine to energize your morning, but are low carb, no sugar and have 20g of protein per drink. Great alternative and I highly recommend.",When I started to watch the foods and drinks I was putting into my body I quickly realized that my daily cup of joe was LOADED with sugar and carbs!,https://www.amazon.com/gp/customer-reviews/R1C3UNIL23Z1V2?ASIN=B000810LS2
2020-03-15 0:00:00,2,Only good for decoration,"Waste of money because the porcelain cup insert is not durable and prone to crack and chip -- and worse: there are no replacement cups on the market. Mine lasted one day before it developed a crack. It was then unuseable.. So, this product is primarily just for decoration, not for use.",Only good for decoration.,https://www.amazon.com/gp/customer-reviews/R2LKHLEXTYV2EH?ASIN=B00I81NEJ2
2021-04-07 0:00:00,1,TASTE & SMELL AWFUL!,I have ordered this elderberry tea in the past and I will never again. As soon as I opened the box the smell was warning me not to drink it but I did and I had nausea for the rest of the evening. It's been two days since and I still feel sick from drinking the tea. Buddha absolutely needs to look into this.,TASTE & SMELL AWFUL!,https://www.amazon.com/gp/customer-reviews/R2N98PGY7Q39H5?ASIN=B00DLJ4JE0
2020-10-21 0:00:00,1,Buyer Beware- Please see reviews,1 can for $8. Total ripoff. I'm so disappointed in myself - they fooled me once....,I'm so disappointed in myself - they fooled me once…,https://www.amazon.com/gp/customer-reviews/R3AIUCF0CGC51K?ASIN=B01AZ15L8E
2021-08-09 0:00:00,5,Great tasting coffee!,One of my favorite medium roast! Not too strong not too weak.,One of my favorite medium roast!,https://www.amazon.com/gp/customer-reviews/R3CLCQIE0KTZVC?ASIN=B07CFFGLRP
2020-11-24 0:00:00,5,Great tasting tea,Very good tasting!,Very good tasting!,https://www.amazon.com/gp/customer-reviews/R1EV95YJ6G9UNI?ASIN=B000PGQQFC
2020-06-11 0:00:00,5,Will buy again,Love the flavor and taste. Will buy again,Will buy again.,https://www.amazon.com/gp/customer-reviews/R3RESMW3M8AQ8K?ASIN=B07TCBG43J
2021-09-01 0:00:00,5,So Refreshing!,Great refreshing sparkling water with a touch of lime. Nothing better than a bottle of this with a good Mexican meal.. Not easy to find but worth the effort.,Not easy to find but worth the effort.,https://www.amazon.com/gp/customer-reviews/R29CHX1LTAOLTR?ASIN=B07Z8LZT3X
2020-03-11 0:00:00,5,Los dos sabores buenísimo,Excelente la recomiendo al 100%,Los dos sabores buenísimo.,https://www.amazon.com/gp/customer-reviews/R54SEZTD6P3XN?ASIN=B079LQH8KQ
2020-08-27 0:00:00,5,Fantastic!,Pleasantly surprised! We love the sparkling Ice waters and decided to give these black raspberry energy drinks a try. We both drink and 1-2 white Monsters everyday and have a hard time switching it up or finding anything comparable. These are better for you and more affordable. We are currently still drinking white Monsters as I get those delivered in bulk as well but we drink these every other day about and they are fantastic! We have tried dozens of different energy drinks and these are our favorite next to Monster. I would recommend to anyone who loves Monsters or would like a ‘healthier’ way to get some delicious energy!,We have tried dozens of different energy drinks and these are our favorite next to Monster.,https://www.amazon.com/gp/customer-reviews/ROI1N38I4HM4X?ASIN=B07P5TVX2R
2021-03-22 0:00:00,5,You won't regret it,Easily the best grinder I have ever owned. It twists so damn buttery smooth and with the ergonomic design it makes grinding easier than ever before. 10/10 would and will buy again.,You won't regret it.,https://www.amazon.com/gp/customer-reviews/R1AXBLO24ZBLZ7?ASIN=B002U5C0WE
2021-03-30 0:00:00,5,"Best results, easiest to digest for weak stomachs","Best results ever,easy to digest,add a banana for flavor","Best results, easiest to digest for weak stomachs.",https://www.amazon.com/gp/customer-reviews/RGYGHWNLUTDEJ?ASIN=B01E51F1NU
2021-05-05 0:00:00,5,Great Pre-Workout,"This pre-workout is great. It gives you the hype, the pump and the fuel to tackle tough workouts after a long day of work. The flavor reminds me of cherry pop lollipops. It doesn't get me too tingly (which I don't mind), and gives me a good amount of energy, it also helps with recovery speed. I feel way less fatigued and recover faster. This affects significantly the amount of work or reps that I'm able to put in. I take it before my workouts and it helps me a lot!. I didn't find it too strong as I've read some other reviews, I was even a bit cautious after reading some of the reviews. If you already take different pre-workouts, this should not be too strong.. As for the price, it is reasonably priced considering the results (I consider it to give excellent results). Will definitely be buying it again. The quality is right there, comparable to Beyond Raw Lit and Lit AF, which I consider to be excellent PW's as well.. Final rating 5/5, this is great!","I didn't find it too strong as I've read some other reviews, I was even a bit cautious after reading some of the reviews.",https://www.amazon.com/gp/customer-reviews/R2VEEXK632TAJL?ASIN=B08PH8CDWQ
2020-02-21 0:00:00,1,Broken on arrival,Product arrived completely broken and opened. Pre workout all over the inside of the box.,Broken on arrival.,https://www.amazon.com/gp/customer-reviews/R2SGCJBSXASOD5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B00QQA0BL6
2020-08-12 0:00:00,5,This is our favorite coffee,"My husband and I are serious about our coffee. This is our favorite--it's a dark roast, rich and smooth. We appreciate that it's organic and that the company treats farmers fairly.",My husband and I are serious about our coffee.,https://www.amazon.com/gp/customer-reviews/R297MYVD7MJ6Y9?ASIN=B00HSRNHHG
2020-06-25 0:00:00,5,"Clean, fresh, great value","I have only positive things to say about the product and the seller. Fast shipping and very fresh flowers. In general it is clean. I have read some bad reviews about the flowers being dirty, I disagree. However, I always rinse my dry herbs or flowers if I am using them for medicinal purposes, wouldn't you do the same? I had surgery two weeks ago and I have had two cups of mild concentration calendula tea. I feel great and it helped with the bad side effects that I experienced with Naproxen drug. I recommend the quality of this product, but still if it is for consumption you should check for interactions with medicines if you take any.","I have read some bad reviews about the flowers being dirty, I disagree.",https://www.amazon.com/gp/customer-reviews/R3PY6XPW4PD1C3?ASIN=B074RDLNDG
2020-09-16 0:00:00,5,Excellent cold brew coffee 😊,Your cold brew coffee is amazing I will for sure be ordering again. I like making my own cold brew as those commercial coffee places made their cold brew to sweet and it never taste like coffee more like a kiddie drink. But your coffee is amazing I’m glad I looked on amazon and took a chance on your coffee very yummy 😋 thank you for checking on my purchase. Have a great and safe day,Excellent cold brew coffee 😊.,https://www.amazon.com/gp/customer-reviews/R3U8H7J7UBIH2E?ASIN=B01HFK955I
2021-02-23 0:00:00,5,"Smooth, delicious, and BOLD tasting!","This coffee was absolutely DELICIOUS! The taste is fresh, bold, strong, rich, and has absolutely ZERO bitterness. Many medium roasts are just too weak tasting for me but I REALLY enjoyed this one! This is much better than your average mainstream grocery store brand.. In my experience, K-Cups often taste different than freshly brewed coffee. Yes, they are more convenient but the taste is not comparable to a freshly, finely ground (from a whole bean) coffee. I have to say, this came pretty darn close. I was quite impressed with the freshness and pleasantly surprised.. The true test is how well the coffee tastes black with no additional additives. This one can really stand on its own! I actually enjoyed the taste of the coffee black. That normally isn't the case for me, mainly because a lot of the coffee we buy is darker roasts. This was equally tasty with and without liquid creamer. :). I would absolutely order these again!!!",I was quite impressed with the freshness and pleasantly surprised.,https://www.amazon.com/gp/customer-reviews/R15P4MCN48QXLQ?ASIN=B08NDPTXZF
2021-08-28 0:00:00,5,Great quality,I love starting my morning with a matcha latte! From the first cup I could tell this matcha was of great quality! I also used it to make Brazilian sweets: Brigaderos! I got compliments on it!,Brigaderos!,https://www.amazon.com/gp/customer-reviews/R3FJ46LYJEL3ZN?ASIN=B00KHXESLC
2020-06-02 0:00:00,5,A Recovery Drink that Works and tastes good.,I take this after my workouts. It gets my energy level up again. Great taste and not a ton of calories.,A Recovery Drink that Works and tastes good.,https://www.amazon.com/gp/customer-reviews/RCOP2WVOANFZZ?ASIN=B009A8FMQA
2019-12-24 0:00:00,5,Great coffee!,"This was surprising good. Great flavor, and great price! If you like flavored coffee, I would reccomend taking this into consideration.",Great coffee!,https://www.amazon.com/gp/customer-reviews/R32ABKPAG71RAR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07BF2VHPS
2020-07-10 0:00:00,5,Can’t really taste it.,I add this stuff to my coffee.,I add this stuff to my coffee.,https://www.amazon.com/gp/customer-reviews/R3AGN6EUEJHTTJ?ASIN=B00XQ2XGAA
2020-10-26 0:00:00,2,Go to C4 Ultimate Instead!!!,"PROS. Quality Creatine. Flavor is excellent. CONS. DOES NOT MIX WELL!!!!!!!!!!. The scoop itself is huge comparted to other pre-wo. I found it like mixing pancake batter. After it is mixed, little balls of product are still present.. There isn't much of a boost as you would expect, and whatever boost that may be present wares off within an hour.. I didn't see much of a pump as I did with C4 original (my go-to) despite doing the same routine.",Go to C4 Ultimate Instead!,https://www.amazon.com/gp/customer-reviews/R1F2SLOWT1DAI0?ASIN=B01AWJNP14
2021-03-16 0:00:00,4,AVOID IF YOU DON’T LIKE LICORICE,"Every flavor tea bag in this box contains licorice root. As soon as you open the box, you smell licorice. Fortunately, I love licorice so I am delighted. If you don’t like licorice, choose a different tea. The packaging of the tea is beautiful. I ordered one as a gift.","As soon as you open the box, you smell licorice.",https://www.amazon.com/gp/customer-reviews/R1Q9TV6QYJHC7F?ASIN=B08H2QWGWK
2021-05-13 0:00:00,5,Tastes great,This is my third order because I love the taste. Try adding some peanut butter or a banana.,Try adding some peanut butter or a banana.,https://www.amazon.com/gp/customer-reviews/R3CEXGBODCV557?ASIN=B08V875BCH
2019-10-14 0:00:00,2,BITTER,VERY BITTER COFFEE. MANY OF THE FLAVORS TASTE THE SAME!,MANY OF THE FLAVORS TASTE THE SAME!,https://www.amazon.com/gp/customer-reviews/RF99GNPW9KLLP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07W95484C
2020-04-29 0:00:00,1,Received a bad bag and could not return," We received a bad batch this last time and could not exchange it for a fresh bag. Disappointed!;We have ordered this many times, past time were very good",Received a bad bag and could not return.,https://www.amazon.com/gp/customer-reviews/RS38DDA7YFOTP?ASIN=B07C2ZNTWK
2021-05-15 0:00:00,5,Refreshing,LOVE !!!!! All three flavors are to die for,Refreshing.,https://www.amazon.com/gp/customer-reviews/R3LWYCU4KSM5MC?ASIN=B07YRZD5WK
2020-06-12 0:00:00,5,New England Hazelnut Creme,Very good coffee. I accidentally ordered decaffeinated but it was still great with a nice flavor. Shipping was Awesome as usual. Thank you.,I accidentally ordered decaffeinated but it was still great with a nice flavor.,https://www.amazon.com/gp/customer-reviews/R1KJZ99CJYYJRH?ASIN=B002F1V8PS
2021-08-26 0:00:00,5,Simple Way to Make a Big Difference,"I'm about 3 weeks in to replacing my morning bagel with one of these shakes. I've lost 5 lbs, have so much more energy, and just feel better overall. It was such an easy change to make and I'm so glad I did. My whole family has had a bad cold this week and I seem to have escaped with just a minor sore throat. Hard to say for sure, but I suspect that the nutrition I'm getting from this has something to do with it. The taste isn't fantastic, but I've gotten used to it. Blending with vanilla almond milk, a ripe banana, PB powder, and a handful of ice cubes really helps. It keeps me full for about 2 hours, I eat an apple, then am good until lunch time.","It keeps me full for about 2 hours, I eat an apple, then am good until lunch time.",https://www.amazon.com/gp/customer-reviews/R3KQQVXINQER6A?ASIN=B0089X19IC
2020-12-12 0:00:00,4,Great soda but package not really.,There was 6 pack of this in one big box! That’s nonsense way to pack. The box got ripped arrived safely close call to my porch. Poor man who had to carefully keep it in one piece. I’m so grateful my soda looks okay but the package? Do better job next time.,Poor man who had to carefully keep it in one piece.,https://www.amazon.com/gp/customer-reviews/RL3JR7VTUL8P?ASIN=B0778Q5HHX
2020-03-13 0:00:00,5,Something in the water,"I had to cancel my subscription for this water because on my last two shipments the water had a taste like too much sodium chloride in it...this water is normally great however, something is going on with wherever you are getting this water from. I went to GNC just to make sure and their water was perfect.",Something in the water.,https://www.amazon.com/gp/customer-reviews/RAXOVK22WITYO?ASIN=B010RTKODQ
2020-09-18 0:00:00,5,So good!,This makes the best cold brew I have ever had. I mix with sugar free vanilla and almond milk. So good!!!!,This makes the best cold brew I have ever had.,https://www.amazon.com/gp/customer-reviews/R3IP7J5PMXS0Q6?ASIN=B07BL58L14
